,Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_Hour,Arrival_Min,Dep_Hour,Dep_Min,Duration_total
11790,4,0,5,6h 10m,1.0,8,,6,3,2019,15,55,9,45,370
11791,1,3,0,22h 25m,2.0,8,,6,5,2019,5,25,7,0,1345
11792,1,0,2,2h 45m,0.0,8,,27,4,2019,19,45,17,0,165
11793,3,0,5,4h 5m,1.0,8,,1,3,2019,15,25,11,20,245
11794,3,2,1,5h 5m,1.0,8,,15,6,2019,1,30,20,25,305
11795,3,3,0,2h 35m,0.0,8,,18,6,2019,18,5,15,30,155
11796,3,2,1,13h 30m,1.0,8,,27,3,2019,21,0,7,30,810
11797,6,2,1,15h 30m,1.0,5,,18,5,2019,1,30,10,0,930
11798,4,2,1,5h,1.0,5,,3,6,2019,19,0,14,0,300
11799,4,0,2,2h 55m,0.0,5,,6,6,2019,14,5,11,10,175
11800,1,2,1,23h 40m,1.0,8,,24,6,2019,9,25,9,45,1420
11801,6,2,1,6h 35m,1.0,8,,1,6,2019,12,35,6,0,395
11802,1,2,1,23h 40m,1.0,8,,6,4,2019,9,25,9,45,1420
11803,4,2,1,33h 15m,2.0,8,,6,3,2019,4,25,19,10,1995
11804,3,3,0,2h 35m,0.0,8,,3,4,2019,0,50,22,15,155
11805,6,2,1,11h 30m,1.0,8,,21,5,2019,1,30,14,0,690
11806,4,4,3,1h 30m,0.0,8,,15,5,2019,11,50,10,20,90
11807,3,0,2,2h 50m,0.0,8,,12,5,2019,22,50,20,0,170
11808,4,2,1,23h,2.0,8,,15,6,2019,19,0,20,0,1380
11809,8,3,0,2h 20m,0.0,8,,18,6,2019,0,40,22,20,140
11810,4,3,0,24h 55m,1.0,8,,12,5,2019,9,20,8,25,1495
11811,1,0,2,2h 45m,0.0,8,,9,5,2019,8,55,6,10,165
11812,1,1,4,2h 15m,0.0,8,,6,6,2019,13,55,11,40,135
11813,1,3,0,19h 25m,2.0,8,,9,6,2019,5,25,10,0,1165
11814,4,0,5,5h 15m,1.0,5,,21,3,2019,13,15,8,0,315
11815,4,2,1,3h 15m,0.0,5,,9,5,2019,14,15,11,0,195
11816,6,2,1,13h,1.0,8,,9,4,2019,21,0,8,0,780
11817,3,2,1,4h 45m,1.0,8,,27,3,2019,15,30,10,45,285
11818,6,2,1,12h 35m,1.0,8,,24,6,2019,19,15,6,40,755
11819,1,0,5,10h 25m,1.0,8,,15,3,2019,18,40,8,15,625
11820,1,2,1,15h 25m,1.0,8,,12,6,2019,19,15,3,50,925
11821,3,2,1,4h 50m,1.0,8,,12,6,2019,20,0,15,10,290
11822,1,4,3,1h 20m,0.0,8,,18,5,2019,22,25,21,5,80
11823,1,0,5,23h 45m,1.0,8,,1,3,2019,11,35,11,50,1425
11824,6,2,1,13h 55m,1.0,8,,3,6,2019,21,0,7,5,835
11825,2,0,5,2h 55m,0.0,8,,9,3,2019,23,50,20,55,175
11826,4,2,1,20h 25m,1.0,5,,15,6,2019,4,25,8,0,1225
11827,1,4,3,1h 20m,0.0,8,,6,5,2019,22,25,21,5,80
11828,8,0,5,2h 50m,0.0,8,,15,3,2019,23,20,20,30,170
11829,3,4,3,1h 30m,0.0,8,,27,3,2019,18,25,16,55,90
11830,8,4,3,1h 30m,0.0,7,,1,6,2019,7,15,5,45,90
11831,1,0,5,2h 45m,0.0,8,,1,3,2019,12,45,10,0,165
11832,6,2,1,10h 15m,1.0,8,,3,6,2019,19,15,9,0,615
11833,3,3,0,2h 35m,0.0,8,,6,5,2019,22,55,20,20,155
11834,8,3,0,2h 30m,0.0,7,,24,3,2019,19,45,17,15,150
11835,8,3,0,2h 20m,0.0,8,,12,5,2019,0,40,22,20,140
11836,4,3,0,24h 45m,1.0,5,,6,5,2019,20,45,20,0,1485
11837,4,3,0,6h 5m,1.0,8,,12,6,2019,22,35,16,30,365
11838,8,4,3,1h 30m,0.0,8,,1,6,2019,14,45,13,15,90
11839,4,3,0,12h 10m,1.0,8,,24,5,2019,9,20,21,10,730
11840,4,4,3,1h 30m,0.0,5,,1,4,2019,21,5,19,35,90
11841,4,3,0,12h 10m,1.0,8,,9,5,2019,9,20,21,10,730
11842,2,0,2,2h 50m,0.0,8,,12,6,2019,14,30,11,40,170
11843,8,0,2,2h 55m,0.0,7,,12,4,2019,0,5,21,10,175
11844,3,3,0,2h 35m,0.0,8,,27,5,2019,7,15,4,40,155
11845,4,3,0,21h 25m,1.0,8,,9,5,2019,14,25,17,0,1285
11846,4,0,5,7h 40m,1.0,8,,18,3,2019,5,5,21,25,460
11847,6,2,1,7h 45m,1.0,8,,15,6,2019,1,30,17,45,465
11848,3,0,2,3h,0.0,8,,15,5,2019,19,55,16,55,180
11849,6,2,1,9h 20m,1.0,8,,9,5,2019,21,0,11,40,560
11850,4,0,5,18h 30m,1.0,8,,1,3,2019,11,25,16,55,1110
11851,1,4,3,1h 15m,0.0,8,,9,6,2019,20,45,19,30,75
11852,3,1,4,2h 20m,0.0,8,,15,5,2019,15,35,13,15,140
11853,3,0,2,3h,0.0,8,,9,5,2019,19,55,16,55,180
11854,3,3,0,2h 45m,0.0,8,,3,5,2019,12,20,9,35,165
11855,4,2,1,26h 55m,2.0,8,,12,6,2019,12,35,9,40,1615
11856,6,2,1,10h 40m,1.0,8,,1,6,2019,21,0,10,20,640
11857,4,2,1,26h 15m,1.0,8,,27,3,2019,19,45,17,30,1575
11858,1,3,0,30h 40m,2.0,8,,9,5,2019,12,30,5,50,1840
11859,1,2,1,23h 40m,1.0,8,,15,6,2019,9,25,9,45,1420
11860,10,1,4,2h 20m,0.0,8,,9,5,2019,20,5,17,45,140
11861,3,2,1,4h 50m,1.0,8,,6,6,2019,20,0,15,10,290
11862,1,2,1,23h 40m,1.0,8,,3,3,2019,7,40,8,0,1420
11863,6,2,1,10h 30m,1.0,8,,3,3,2019,1,35,15,5,630
11864,10,3,0,12h 45m,1.0,8,,24,5,2019,9,5,20,20,765
11865,4,2,1,23h 50m,2.0,8,,9,4,2019,19,0,19,10,1430
11866,4,0,2,3h,0.0,5,,18,6,2019,22,50,19,50,180
11867,1,2,1,14h 30m,1.0,8,,9,3,2019,8,15,17,45,870
11868,1,3,0,14h 55m,2.0,8,,18,5,2019,23,15,8,20,895
11869,4,3,0,26h 15m,1.0,5,,12,5,2019,16,20,14,5,1575
11870,8,1,4,2h 20m,0.0,8,,15,6,2019,20,5,17,45,140
11871,8,1,4,2h 20m,0.0,7,,15,6,2019,20,5,17,45,140
11872,4,4,3,1h 25m,0.0,8,,21,5,2019,4,20,2,55,85
11873,1,2,1,30h,2.0,8,,15,6,2019,19,15,13,15,1800
11874,4,2,1,9h 20m,2.0,8,,27,5,2019,19,0,9,40,560
11875,3,3,0,2h 40m,0.0,8,,18,3,2019,0,5,21,25,160
11876,3,2,1,5h 10m,1.0,8,,27,3,2019,12,30,7,20,310
11877,6,2,1,7h 35m,1.0,8,,27,6,2019,19,0,11,25,455
11878,3,0,2,3h,0.0,8,,24,4,2019,0,15,21,15,180
11879,6,2,1,7h 40m,1.0,8,,27,5,2019,12,35,4,55,460
11880,4,3,0,27h 10m,1.0,8,,21,5,2019,23,35,20,25,1630
11881,3,3,0,2h 30m,0.0,8,,15,4,2019,17,45,15,15,150
11882,8,4,3,1h 30m,0.0,8,,15,5,2019,14,45,13,15,90
11883,6,2,1,15h 40m,1.0,8,,3,3,2019,1,35,9,55,940
11884,4,3,0,13h 20m,1.0,5,,1,4,2019,8,15,18,55,800
11885,3,2,1,8h 20m,1.0,8,,6,6,2019,1,30,17,10,500
11886,6,2,1,11h,1.0,8,,9,5,2019,21,0,10,0,660
11887,6,2,1,7h 45m,1.0,8,,12,6,2019,19,15,11,30,465
11888,4,3,0,8h 25m,1.0,8,,9,5,2019,18,0,9,35,505
11889,4,3,0,11h 5m,1.0,5,,15,5,2019,8,15,21,10,665
11890,4,3,0,24h 45m,1.0,8,,1,4,2019,20,45,20,0,1485
11891,10,0,2,2h 45m,0.0,8,,15,6,2019,22,15,19,30,165
11892,4,2,1,24h 40m,2.0,8,,15,6,2019,19,0,18,20,1480
11893,3,0,2,2h 55m,0.0,8,,24,4,2019,10,5,7,10,175
11894,4,3,0,7h 5m,1.0,5,,21,5,2019,23,35,16,30,425
11895,1,4,3,1h 15m,0.0,8,,18,5,2019,20,45,19,30,75
11896,10,3,0,27h 5m,1.0,8,,15,5,2019,23,25,20,20,1625
11897,4,2,1,13h 30m,2.0,8,,6,6,2019,19,0,5,30,810
11898,4,2,1,25h 30m,1.0,5,,1,4,2019,19,0,17,30,1530
11899,6,2,1,15h 30m,1.0,8,,24,6,2019,1,30,10,0,930
11900,3,3,0,3h 40m,1.0,8,,9,5,2019,23,15,19,35,220
11901,3,2,1,8h 50m,1.0,8,,6,3,2019,15,30,6,40,530
11902,6,2,1,15h 20m,1.0,8,,9,5,2019,22,30,7,10,920
11903,1,2,1,9h 15m,1.0,8,,27,6,2019,19,15,10,0,555
11904,3,2,1,13h 55m,1.0,8,,15,5,2019,22,30,8,35,835
11905,8,3,0,2h 30m,0.0,8,,27,4,2019,17,25,14,55,150
11906,6,2,1,8h,1.0,8,,12,6,2019,21,0,13,0,480
11907,6,2,1,12h,1.0,8,,27,6,2019,21,0,9,0,720
11908,1,4,3,13h 30m,1.0,8,,6,3,2019,9,10,19,40,810
11909,10,0,2,2h 50m,0.0,8,,3,4,2019,23,50,21,0,170
11910,6,2,1,13h,1.0,8,,9,6,2019,21,0,8,0,780
11911,6,2,1,11h,1.0,8,,24,6,2019,21,0,10,0,660
11912,6,2,1,7h 10m,1.0,8,,6,3,2019,18,50,11,40,430
11913,10,4,3,28h 15m,1.0,8,,6,3,2019,19,55,15,40,1695
11914,4,2,1,5h 50m,1.0,8,,3,3,2019,18,50,13,0,350
11915,8,3,0,2h 30m,0.0,8,,1,6,2019,17,25,14,55,150
11916,4,2,1,22h 55m,2.0,8,,6,6,2019,4,25,5,30,1375
11917,6,2,1,10h 30m,1.0,5,,6,3,2019,1,35,15,5,630
11918,6,2,1,11h 30m,1.0,8,,9,4,2019,19,0,7,30,690
11919,4,3,0,20h 15m,1.0,8,,12,6,2019,4,40,8,25,1215
11920,4,2,1,15h 25m,1.0,8,,1,6,2019,4,25,13,0,925
11921,1,2,1,5h 20m,1.0,8,,6,6,2019,23,0,17,40,320
11922,6,2,1,8h,1.0,8,,12,6,2019,1,30,17,30,480
11923,3,3,0,2h 40m,0.0,8,,24,3,2019,0,5,21,25,160
11924,4,3,0,14h 10m,1.0,5,,24,3,2019,20,40,6,30,850
11925,10,0,5,2h 40m,0.0,8,,15,3,2019,14,10,11,30,160
11926,1,2,1,26h 20m,2.0,8,,1,6,2019,9,25,7,5,1580
11927,3,1,4,2h 20m,0.0,8,,1,3,2019,0,25,22,5,140
11928,1,2,1,16h 50m,1.0,8,,18,5,2019,23,0,6,10,1010
11929,1,2,1,11h 15m,1.0,8,,24,6,2019,19,15,8,0,675
11930,8,3,0,2h 20m,0.0,7,,9,5,2019,0,40,22,20,140
11931,3,0,5,2h 45m,0.0,8,,24,3,2019,4,15,1,30,165
11932,3,2,1,9h 30m,1.0,8,,6,5,2019,1,30,16,0,570
11933,1,2,1,26h 35m,2.0,8,,12,6,2019,19,15,16,40,1595
11934,1,3,0,9h 50m,2.0,8,,15,5,2019,21,50,12,0,590
11935,6,2,1,8h,1.0,8,,15,6,2019,1,30,17,30,480
11936,4,2,1,3h 15m,0.0,8,,3,6,2019,14,15,11,0,195
11937,1,2,1,30h 20m,2.0,8,,21,5,2019,19,15,12,55,1820
11938,6,2,1,6h 35m,1.0,8,,27,3,2019,1,35,19,0,395
11939,4,2,1,28h,1.0,5,,21,5,2019,19,0,15,0,1680
11940,6,2,1,6h 15m,1.0,8,,12,6,2019,19,15,13,0,375
11941,1,1,4,2h 15m,0.0,8,,24,5,2019,13,55,11,40,135
11942,3,2,1,5h 5m,1.0,8,,15,5,2019,1,30,20,25,305
11943,1,2,1,18h 40m,1.0,8,,15,6,2019,7,40,13,0,1120
11944,1,2,1,23h 30m,2.0,8,,9,3,2019,19,15,19,45,1410
11945,1,3,0,20h 15m,2.0,8,,15,5,2019,13,45,17,30,1215
11946,4,2,1,21h 10m,1.0,5,,12,6,2019,19,0,21,50,1270
11947,4,0,2,3h,0.0,8,,9,4,2019,20,45,17,45,180
11948,4,4,3,1h 30m,0.0,8,,1,3,2019,21,5,19,35,90
11949,4,2,1,19h 55m,2.0,8,,18,5,2019,19,0,23,5,1195
11950,4,3,0,12h 10m,1.0,5,,18,5,2019,4,40,16,30,730
11951,6,2,1,9h 30m,1.0,8,,24,6,2019,21,0,11,30,570
11952,4,2,1,16h 45m,1.0,8,,9,6,2019,19,0,2,15,1005
11953,4,3,0,13h 20m,1.0,8,,1,5,2019,8,15,18,55,800
11954,1,2,1,37h 20m,2.0,8,,3,3,2019,19,15,5,55,2240
11955,4,2,1,26h 35m,1.0,5,,9,6,2019,12,35,10,0,1595
11956,6,2,1,8h,1.0,8,,3,6,2019,21,0,13,0,480
11957,3,2,1,10h 30m,1.0,8,,15,6,2019,1,30,15,0,630
11958,4,2,1,16h 50m,1.0,5,,12,6,2019,12,35,19,45,1010
11959,3,2,1,8h,1.0,8,,3,3,2019,22,20,14,20,480
11960,4,2,1,27h 50m,1.0,5,,21,3,2019,18,50,15,0,1670
11961,4,0,5,8h 10m,1.0,5,,21,3,2019,16,10,8,0,490
11962,1,0,5,39h 5m,2.0,8,,9,3,2019,23,55,8,50,2345
11963,4,0,2,3h,0.0,5,,18,6,2019,20,45,17,45,180
11964,4,3,0,20h,1.0,5,,1,5,2019,10,5,14,5,1200
11965,2,3,0,8h 15m,1.0,8,,1,4,2019,7,45,23,30,495
11966,3,0,2,2h 55m,0.0,8,,27,5,2019,21,50,18,55,175
11967,6,2,1,14h,1.0,8,,9,5,2019,21,0,7,0,840
11968,3,2,1,13h 30m,1.0,8,,9,6,2019,21,0,7,30,810
11969,8,0,2,2h 50m,0.0,8,,27,6,2019,12,20,9,30,170
11970,4,0,5,23h 45m,1.0,8,,6,3,2019,20,20,20,35,1425
11971,4,2,1,6h 35m,1.0,5,,9,5,2019,4,25,21,50,395
11972,8,0,5,2h 50m,0.0,8,,3,3,2019,8,35,5,45,170
11973,6,2,1,13h,1.0,8,,1,6,2019,19,0,6,0,780
11974,8,4,3,1h 30m,0.0,7,,27,5,2019,7,15,5,45,90
11975,4,2,1,19h 25m,1.0,5,,21,5,2019,4,25,9,0,1165
11976,4,2,1,22h 55m,2.0,5,,24,6,2019,4,25,5,30,1375
11977,4,2,1,7h 30m,1.0,8,,1,6,2019,4,25,20,55,450
11978,3,2,1,8h,1.0,8,,6,6,2019,1,30,17,30,480
11979,1,3,0,2h 35m,0.0,8,,3,3,2019,23,20,20,45,155
11980,4,2,1,7h 30m,1.0,8,,24,6,2019,4,25,20,55,450
11981,1,2,1,2h 50m,0.0,8,,3,4,2019,8,0,5,10,170
11982,10,0,5,5h 55m,1.0,8,,9,3,2019,12,35,6,40,355
11983,3,4,3,1h 30m,0.0,8,,3,4,2019,22,50,21,20,90
11984,4,3,0,13h 20m,1.0,8,,15,5,2019,9,20,20,0,800
11985,4,3,0,23h 50m,1.0,5,,6,5,2019,16,20,16,30,1430
11986,1,3,0,16h 15m,1.0,8,,12,5,2019,23,15,7,0,975
11987,6,2,1,7h,1.0,8,,3,6,2019,21,0,14,0,420
11988,4,2,1,18h 45m,2.0,8,,21,5,2019,4,25,9,40,1125
11989,3,3,0,5h 15m,1.0,8,,1,4,2019,20,30,15,15,315
11990,1,2,1,23h 40m,1.0,8,,6,3,2019,7,40,8,0,1420
11991,6,2,1,8h 40m,1.0,8,,12,6,2019,19,15,10,35,520
11992,4,3,0,13h 20m,1.0,5,,1,5,2019,19,50,6,30,800
11993,6,2,1,15h 30m,1.0,8,,3,6,2019,1,30,10,0,930
11994,4,3,0,24h 55m,1.0,5,,21,5,2019,9,20,8,25,1495
11995,1,3,0,12h 45m,2.0,8,,9,6,2019,5,35,16,50,765
11996,4,2,1,13h 30m,2.0,5,,24,6,2019,19,0,5,30,810
11997,4,3,0,8h 30m,1.0,5,,1,4,2019,22,35,14,5,510
11998,10,0,2,2h 50m,0.0,8,,15,6,2019,14,20,11,30,170
11999,3,4,3,1h 30m,0.0,8,,18,6,2019,18,25,16,55,90
12000,3,2,1,14h 20m,1.0,8,,3,3,2019,21,0,6,40,860
12001,4,3,0,22h 10m,1.0,8,,24,5,2019,4,40,6,30,1330
12002,1,2,1,11h 40m,1.0,8,,15,6,2019,7,40,20,0,700
12003,1,2,1,23h 40m,1.0,8,,3,6,2019,9,25,9,45,1420
12004,10,0,2,2h 45m,0.0,8,,12,5,2019,22,15,19,30,165
12005,3,2,1,9h 20m,1.0,8,,12,6,2019,16,10,6,50,560
12006,3,3,0,2h 30m,0.0,8,,18,4,2019,17,45,15,15,150
12007,3,3,0,2h 30m,0.0,8,,12,5,2019,16,55,14,25,150
12008,4,3,0,25h 40m,1.0,8,,24,5,2019,22,5,20,25,1540
12009,3,0,2,3h,0.0,8,,6,4,2019,0,15,21,15,180
12010,6,2,1,10h 30m,1.0,8,,9,6,2019,1,30,15,0,630
12011,3,2,1,7h 5m,1.0,8,,9,6,2019,12,10,5,5,425
12012,3,4,3,1h 30m,0.0,8,,9,3,2019,21,35,20,5,90
12013,10,0,2,2h 35m,0.0,8,,1,5,2019,19,35,17,0,155
12014,4,3,0,14h 5m,1.0,8,,15,5,2019,10,5,20,0,845
12015,1,2,1,23h 30m,2.0,8,,21,5,2019,19,15,19,45,1410
12016,4,2,1,10h,1.0,5,,3,4,2019,19,0,9,0,600
12017,3,2,1,13h 45m,1.0,8,,9,3,2019,22,20,8,35,825
12018,1,3,0,12h 45m,2.0,8,,12,5,2019,5,35,16,50,765
12019,4,3,0,28h 40m,1.0,5,,12,5,2019,23,35,18,55,1720
12020,4,2,1,9h 20m,2.0,8,,1,6,2019,19,0,9,40,560
12021,4,3,0,11h 25m,1.0,8,,18,5,2019,19,50,8,25,685
12022,1,0,5,16h 20m,2.0,8,,12,3,2019,22,10,5,50,980
12023,3,2,1,6h 10m,1.0,8,,9,3,2019,22,20,16,10,370
12024,1,2,1,21h 15m,2.0,8,,3,6,2019,19,15,22,0,1275
12025,4,2,1,27h 10m,2.0,8,,9,6,2019,12,35,9,25,1630
12026,4,4,3,1h 30m,0.0,8,,15,5,2019,21,5,19,35,90
12027,1,2,1,23h 40m,1.0,8,,3,4,2019,9,25,9,45,1420
12028,4,3,0,28h 15m,1.0,5,,15,5,2019,20,45,16,30,1695
12029,4,2,1,13h 20m,1.0,5,,6,3,2019,4,25,15,5,800
12030,4,2,1,13h 20m,1.0,8,,9,3,2019,4,25,15,5,800
12031,4,3,0,12h 30m,1.0,8,,1,4,2019,22,5,9,35,750
12032,4,3,0,24h 10m,1.0,8,,15,5,2019,9,45,9,35,1450
12033,4,0,5,20h 15m,1.0,5,,12,3,2019,19,10,22,55,1215
12034,4,2,1,7h 35m,1.0,8,,6,3,2019,4,25,20,50,455
12035,6,2,1,7h 20m,1.0,8,,3,6,2019,19,0,11,40,440
12036,1,0,2,2h 45m,0.0,8,,24,5,2019,12,45,10,0,165
12037,4,3,0,14h 50m,1.0,5,,15,5,2019,12,0,21,10,890
12038,1,2,1,12h 5m,2.0,8,,27,5,2019,19,15,7,10,725
12039,8,1,4,2h 15m,0.0,7,,12,6,2019,10,35,8,20,135
12040,1,0,5,13h 15m,1.0,8,,21,3,2019,22,5,8,50,795
12041,4,0,2,2h 55m,0.0,5,,24,4,2019,18,10,15,15,175
12042,1,0,2,2h 45m,0.0,8,,12,6,2019,19,45,17,0,165
12043,4,3,0,25h 25m,1.0,5,,15,5,2019,22,35,21,10,1525
12044,3,0,2,2h 45m,0.0,8,,21,6,2019,4,15,1,30,165
12045,4,3,0,19h 15m,1.0,8,,1,5,2019,9,20,14,5,1155
12046,4,4,3,1h 30m,0.0,8,,24,6,2019,11,50,10,20,90
12047,4,3,0,14h 5m,1.0,8,,24,5,2019,10,5,20,0,845
12048,8,0,5,2h 50m,0.0,8,,1,3,2019,8,35,5,45,170
12049,3,4,3,1h 30m,0.0,8,,3,5,2019,13,30,12,0,90
12050,1,2,1,23h 40m,1.0,8,,9,3,2019,9,25,9,45,1420
12051,10,3,0,12h 45m,1.0,8,,9,6,2019,9,5,20,20,765
12052,4,2,1,23h 50m,2.0,8,,24,6,2019,19,0,19,10,1430
12053,1,0,5,29h 55m,2.0,8,,3,3,2019,22,55,17,0,1795
12054,4,3,0,19h 30m,1.0,5,,1,4,2019,12,0,16,30,1170
12055,4,4,3,1h 30m,0.0,5,,1,5,2019,11,50,10,20,90
12056,6,2,1,8h,1.0,8,,15,6,2019,21,0,13,0,480
12057,3,2,1,12h 45m,2.0,8,,21,3,2019,21,20,8,35,765
12058,6,2,1,11h 30m,1.0,8,,6,6,2019,19,0,7,30,690
12059,4,3,0,25h 40m,1.0,8,,12,6,2019,10,5,8,25,1540
12060,3,2,1,14h 5m,1.0,8,,6,3,2019,1,35,11,30,845
12061,1,3,0,25h 45m,1.0,8,,9,6,2019,11,10,9,25,1545
12062,1,2,1,38h 15m,2.0,8,,15,6,2019,19,15,5,0,2295
12063,4,2,1,27h,2.0,8,,9,6,2019,12,35,9,35,1620
12064,1,3,0,30h 45m,2.0,8,,24,3,2019,13,45,7,0,1845
12065,0,3,0,2h 35m,0.0,8,,12,4,2019,12,55,10,20,155
12066,3,3,0,4h 40m,1.0,8,,1,5,2019,22,15,17,35,280
12067,4,2,1,16h 50m,1.0,5,,9,5,2019,12,35,19,45,1010
12068,4,0,2,2h 55m,0.0,5,,27,6,2019,18,10,15,15,175
12069,1,0,2,2h 45m,0.0,8,,15,5,2019,19,45,17,0,165
12070,1,2,1,9h 30m,1.0,8,,9,6,2019,23,0,13,30,570
12071,8,0,2,2h 55m,0.0,7,,27,4,2019,0,5,21,10,175
12072,4,2,1,29h 35m,2.0,8,,27,6,2019,19,0,13,25,1775
12073,3,3,0,2h 30m,0.0,8,,9,5,2019,17,45,15,15,150
12074,2,0,2,2h 50m,0.0,8,,9,5,2019,14,30,11,40,170
12075,6,2,1,6h 25m,1.0,8,,27,3,2019,16,10,9,45,385
12076,3,2,1,4h 50m,1.0,8,,1,6,2019,20,0,15,10,290
12077,4,3,0,21h 25m,1.0,8,,6,6,2019,16,20,18,55,1285
12078,4,0,2,2h 55m,0.0,8,,6,5,2019,14,5,11,10,175
12079,2,2,1,7h 20m,1.0,8,,21,3,2019,13,20,6,0,440
12080,3,2,1,16h 5m,1.0,8,,6,6,2019,21,0,4,55,965
12081,3,4,3,1h 30m,0.0,8,,3,6,2019,18,25,16,55,90
12082,4,3,0,8h 40m,1.0,5,,1,4,2019,4,40,20,0,520
12083,0,3,0,8h 20m,2.0,8,,15,4,2019,23,30,15,10,500
12084,8,4,3,1h 30m,0.0,7,,3,5,2019,0,15,22,45,90
12085,3,3,0,2h 35m,0.0,8,,9,6,2019,7,15,4,40,155
12086,4,0,5,9h 30m,1.0,5,,21,3,2019,18,25,8,55,570
12087,6,2,1,10h,1.0,8,,9,4,2019,19,0,9,0,600
12088,4,0,2,3h,0.0,5,,27,5,2019,22,50,19,50,180
12089,3,2,1,3h 15m,0.0,8,,27,5,2019,8,50,5,35,195
12090,3,4,3,1h 30m,0.0,8,,18,5,2019,4,5,2,35,90
12091,4,2,1,6h,1.0,8,,18,5,2019,19,0,13,0,360
12092,8,1,4,2h 15m,0.0,7,,12,5,2019,10,35,8,20,135
12093,4,2,1,18h 45m,2.0,8,,24,6,2019,4,25,9,40,1125
12094,8,0,2,2h 50m,0.0,8,,6,6,2019,12,20,9,30,170
12095,1,2,1,8h 20m,2.0,8,,15,6,2019,19,15,10,55,500
12096,4,0,2,3h,0.0,8,,15,5,2019,10,10,7,10,180
12097,6,2,1,6h 25m,1.0,8,,24,5,2019,19,15,12,50,385
12098,6,2,1,11h,1.0,8,,24,6,2019,19,0,8,0,660
12099,4,2,1,10h 55m,1.0,8,,6,3,2019,4,25,17,30,655
12100,10,0,5,2h 35m,0.0,8,,1,3,2019,18,35,16,0,155
12101,4,0,5,7h 30m,1.0,8,,1,3,2019,19,10,11,40,450
12102,4,3,0,8h 30m,1.0,5,,15,5,2019,22,35,14,5,510
12103,6,2,1,9h 30m,1.0,8,,9,5,2019,1,30,16,0,570
12104,4,3,0,8h 30m,1.0,5,,6,6,2019,22,35,14,5,510
12105,6,2,1,11h,1.0,8,,15,6,2019,21,0,10,0,660
12106,3,3,0,2h 35m,0.0,8,,18,3,2019,16,55,14,20,155
12107,4,3,0,12h 20m,1.0,5,,6,5,2019,20,45,8,25,740
12108,0,2,1,14h 30m,1.0,8,,9,5,2019,22,25,7,55,870
12109,6,2,1,10h 50m,1.0,8,,6,3,2019,18,50,8,0,650
12110,1,4,3,1h 20m,0.0,8,,27,6,2019,7,40,6,20,80
12111,10,0,2,2h 50m,0.0,8,,18,4,2019,14,20,11,30,170
12112,3,0,2,2h 50m,0.0,8,,9,5,2019,22,50,20,0,170
12113,6,2,1,7h 20m,1.0,8,,9,5,2019,19,0,11,40,440
12114,6,2,1,11h,1.0,8,,18,5,2019,21,0,10,0,660
12115,4,2,1,24h,1.0,8,,27,3,2019,19,45,19,45,1440
12116,4,3,0,27h 40m,1.0,8,,6,6,2019,22,35,18,55,1660
12117,4,2,1,8h 25m,2.0,8,,9,6,2019,4,25,20,0,505
12118,6,2,1,6h 30m,1.0,8,,9,5,2019,1,30,19,0,390
12119,4,3,0,13h 20m,1.0,8,,9,5,2019,9,20,20,0,800
12120,3,3,0,4h 40m,1.0,8,,24,5,2019,22,15,17,35,280
12121,2,0,5,2h 55m,0.0,8,,18,3,2019,10,40,7,45,175
12122,6,2,1,8h 10m,1.0,8,,21,3,2019,21,0,12,50,490
12123,0,3,0,2h 35m,0.0,8,,3,3,2019,12,55,10,20,155
12124,8,3,0,2h 35m,0.0,8,,6,4,2019,9,30,6,55,155
12125,6,2,1,8h,1.0,8,,9,6,2019,1,30,17,30,480
12126,4,3,0,9h 45m,1.0,8,,9,5,2019,4,40,18,55,585
12127,3,0,2,2h 55m,0.0,8,,24,5,2019,3,25,0,30,175
12128,3,3,0,2h 50m,0.0,8,,1,3,2019,8,20,5,30,170
12129,3,3,0,2h 35m,0.0,8,,1,4,2019,0,50,22,15,155
12130,8,0,2,2h 50m,0.0,8,,18,4,2019,12,20,9,30,170
12131,6,2,1,8h 10m,1.0,8,,9,5,2019,21,0,12,50,490
12132,4,3,0,12h 20m,1.0,8,,12,6,2019,20,45,8,25,740
12133,8,2,1,6h 20m,1.0,8,,27,6,2019,22,5,15,45,380
12134,1,2,1,26h 35m,2.0,8,,1,6,2019,19,15,16,40,1595
12135,3,0,2,2h 55m,0.0,8,,6,5,2019,21,20,18,25,175
12136,8,1,4,2h 15m,0.0,8,,12,6,2019,12,0,9,45,135
12137,4,2,1,6h 35m,1.0,5,,9,3,2019,4,25,21,50,395
12138,3,2,1,15h 40m,1.0,8,,12,6,2019,22,30,6,50,940
12139,4,3,0,29h 5m,1.0,8,,18,5,2019,22,5,17,0,1745
12140,1,3,0,14h 55m,2.0,8,,6,6,2019,23,15,8,20,895
12141,4,3,0,9h 45m,1.0,8,,15,5,2019,4,40,18,55,585
12142,1,2,1,21h 15m,2.0,8,,15,6,2019,19,15,22,0,1275
12143,6,2,1,13h 15m,1.0,8,,24,6,2019,19,15,6,0,795
12144,4,2,1,15h 25m,1.0,8,,3,3,2019,4,25,13,0,925
12145,4,2,1,15h 25m,1.0,5,,3,6,2019,4,25,13,0,925
12146,3,2,1,14h 5m,1.0,8,,9,6,2019,1,30,11,25,845
